,Position,Driver,Car,Laps,Time,Points
4,1,Robert Kubica,Sauber BMW,70,1:36:24.447,10
3,2,Nick Heidfeld,Sauber BMW,70,+16.495s,8
9,3,David Coulthard,Red Bull Renault,70,+23.352s,6
12,4,Timo Glock,Toyota,70,+42.627s,5
2,5,Felipe Massa,Ferrari,70,+43.934s,4
11,6,Jarno Trulli,Toyota,70,+47.775s,3
17,7,Rubens Barrichello,Honda,70,+53.597s,2
15,8,Sebastian Vettel,STR Ferrari,70,+54.120s,1
23,9,Heikki Kovalainen,McLaren Mercedes,70,+54.433s,0
7,10,Nico Rosberg,Williams Toyota,70,+57.749s,0
16,11,Jenson Button,Honda,70,+67.540s,0
10,12,Mark Webber,Red Bull Renault,70,+71.229s,0
14,13,Sebastien Bourdais,STR Ferrari,69,+1 lap,0
21,NC,Giancarlo Fisichella,Force India Ferrari,51,DNF,0
8,NC,Kazuki Nakajima,Williams Toyota,46,DNF,0
5,NC,Fernando Alonso,Renault,44,DNF,0
6,NC,Nelson Piquet,Renault,39,DNF,0
1,NC,Kimi Räikkönen,Ferrari,19,DNF,0
22,NC,Lewis Hamilton,McLaren Mercedes,19,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,13,DNF,0
