,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:26.818,1:26.256,1:25.892,16
5,2,Sebastian Vettel,Ferrari,1:26.585,1:26.372,1:25.936,17
7,3,Kimi Räikkönen,Ferrari,1:27.549,1:26.483,1:25.990,17
77,4,Valtteri Bottas,Mercedes,1:27.025,1:26.413,1:26.217,15
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:27.309,1:27.013,1:26.602,14
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:27.979,1:27.369,1:27.099,14
20,7,Kevin Magnussen,Haas Ferrari,1:28.143,1:27.730,1:27.244,19
8,8,Romain Grosjean,Haas Ferrari,1:28.086,1:27.522,1:27.455,20
16,9,Charles Leclerc,Sauber Ferrari,1:27.962,1:27.790,1:27.879,19
31,10,Esteban Ocon,Force India Mercedes,1:28.279,1:27.843,1:28.194,20
27,11,Nico Hulkenberg,Renault,1:28.017,1:27.901,,12
11,12,Sergio Perez,Force India Mercedes,1:28.210,1:27.928,,14
14,13,Fernando Alonso,McLaren Renault,1:28.187,1:28.139,,12
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,1:28.399,1:28.343,,15
9,15,Marcus Ericsson,Sauber Ferrari,1:28.249,1:28.391,,16
55,16,Carlos Sainz,Renault,1:28.456,,,8
2,17,Stoffel Vandoorne,McLaren Renault,1:29.096,,,9
35,18,Sergey Sirotkin,Williams Mercedes,1:29.252,,,7
18,NC,Lance Stroll,Williams Mercedes,DNF,,,2
