,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:25.892
5,2,Sebastian Vettel,Ferrari,1:25.936
7,3,Kimi Räikkönen,Ferrari,1:25.990
77,4,Valtteri Bottas,Mercedes,1:26.217
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:26.602
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:27.099
20,7,Kevin Magnussen,Haas Ferrari,1:27.244
8,8,Romain Grosjean,Haas Ferrari,1:27.455
16,9,Charles Leclerc,Sauber Ferrari,1:27.879
31,10,Esteban Ocon,Force India Mercedes,1:28.194
27,11,Nico Hulkenberg,Renault,1:27.901
11,12,Sergio Perez,Force India Mercedes,1:27.928
14,13,Fernando Alonso,McLaren Renault,1:28.139
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,1:28.343
9,15,Marcus Ericsson,Sauber Ferrari,1:28.391
55,16,Carlos Sainz,Renault,1:28.456
2,17,Stoffel Vandoorne,McLaren Renault,1:29.096
