,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,52,1:27:29.784,25
44,2,Lewis Hamilton,Mercedes,52,+2.264s,18
7,3,Kimi Räikkönen,Ferrari,52,+3.652s,15
77,4,Valtteri Bottas,Mercedes,52,+8.883s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,+9.500s,10
27,6,Nico Hulkenberg,Renault,52,+28.220s,8
31,7,Esteban Ocon,Force India Mercedes,52,+29.930s,6
14,8,Fernando Alonso,McLaren Renault,52,+31.115s,4
20,9,Kevin Magnussen,Haas Ferrari,52,+33.188s,2
11,10,Sergio Perez,Force India Mercedes,52,+34.708s,1
2,11,Stoffel Vandoorne,McLaren Renault,52,+35.774s,0
18,12,Lance Stroll,Williams Mercedes,52,+38.106s,0
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,52,+39.129s,0
35,14,Sergey Sirotkin,Williams Mercedes,52,+48.113s,0
33,15,Max Verstappen,Red Bull Racing TAG Heuer,46,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,37,DNF,0
55,NC,Carlos Sainz,Renault,37,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,31,DNF,0
16,NC,Charles Leclerc,Sauber Ferrari,18,DNF,0
28,NC,Brendon Hartley,Scuderia Toro Rosso Honda,1,DNF,0
