,Position,Driver,Car,Lap,Time,Avg Speed
11,1,Robert Kubica,Renault,67,1:16.972,203.965
2,2,Lewis Hamilton,McLaren Mercedes,62,1:17.806,201.778
4,3,Nico Rosberg,Mercedes,68,1:17.832,201.711
1,4,Jenson Button,McLaren Mercedes,66,1:18.144,200.906
6,5,Mark Webber,RBR Renault,62,1:18.148,200.895
8,6,Fernando Alonso,Ferrari,44,1:18.207,200.744
7,7,Felipe Massa,Ferrari,45,1:18.325,200.441
5,8,Sebastian Vettel,RBR Renault,62,1:18.417,200.206
10,9,Nico Hulkenberg,Williams Cosworth,64,1:18.912,198.950
9,10,Rubens Barrichello,Williams Cosworth,65,1:19.175,198.289
15,11,Vitantonio Liuzzi,Force India Mercedes,66,1:19.349,197.855
12,12,Vitaly Petrov,Renault,58,1:19.453,197.596
14,13,Adrian Sutil,Force India Mercedes,68,1:19.530,197.404
3,14,Michael Schumacher,Mercedes,44,1:19.577,197.288
16,15,Sebastien Buemi,STR Ferrari,39,1:19.784,196.776
17,16,Jaime Alguersuari,STR Ferrari,69,1:19.842,196.633
22,17,Pedro de la Rosa,Sauber Ferrari,21,1:20.574,194.846
19,18,Heikki Kovalainen,Lotus Cosworth,65,1:20.654,194.653
18,19,Jarno Trulli,Lotus Cosworth,38,1:20.791,194.323
24,20,Timo Glock,Virgin Cosworth,43,1:21.669,192.234
20,21,Karun Chandhok,HRT Cosworth,47,1:21.884,191.729
25,22,Lucas di Grassi,Virgin Cosworth,49,1:21.937,191.605
21,23,Bruno Senna,HRT Cosworth,5,1:24.524,185.741
