,Position,Driver,Car,Laps,Time,Points
2,1,Jochen Mass,McLaren Ford,29,42:53.700,4.5
6,2,Jacky Ickx,Lotus Ford,29,+1.100s,3
7,3,Carlos Reutemann,Brabham Ford,28,+1 lap,2
17,4,Jean-Pierre Jarier,Shadow Ford,28,+1 lap,1.5
9,5,Vittorio Brambilla,March Ford,28,+1 lap,1
10,6,Lella Lombardi,March Ford,27,+2 laps,0.5
21,7,Tony Brise,Frank Williams Racing Cars/Williams,27,+2 laps,0
18,8,John Watson,Surtees Ford,26,+3 laps,0
22,NC,Rolf Stommelen,Hill Ford,25,DNF,0
8,NC,Carlos Pace,Brabham Ford,25,DNF,0
11,NC,Clay Regazzoni,Ferrari,25,+4 laps,0
5,NC,Ronnie Peterson,Lotus Ford,23,DNF,0
16,NC,Tom Pryce,Shadow Ford,23,DNF,0
31,NC,Roelof   Wunderink,Ensign Ford,20,DNF,0
23,NC,Francois  Migault,Hill Ford,18,+11 laps,0
27,NC,Mario Andretti,Parnelli Ford,16,DNF,0
14,NC,Bob Evans,BRM,7,DNF,0
24,NC,James Hunt,Hesketh Ford,6,DNF,0
3,NC,Jody Scheckter,Tyrrell Ford,3,DNF,0
28,NC,Mark Donohue,Penske Ford,3,DNF,0
25,NC,Alan  Jones,Hesketh Ford,3,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,1,DNF,0
20,NC,Arturo Merzario,Frank Williams Racing Cars/Williams,1,DNF,0
30,NC,Wilson Fittipaldi,Fittipaldi Ford,1,DNF,0
12,NC,Niki Lauda,Ferrari,0,DNF,0
