,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:23.400
11,2,Clay Regazzoni,Ferrari,1:23.500
24,3,James Hunt,Hesketh Ford,1:23.800
27,4,Mario Andretti,Parnelli Ford,1:23.900
9,5,Vittorio Brambilla,March Ford,1:24.200
18,6,John Watson,Surtees Ford,1:24.300
4,7,Patrick Depailler,Tyrrell Ford,1:24.400
16,8,Tom Pryce,Shadow Matra,1:24.500
22,9,Rolf Stommelen,Lola Ford,1:24.700
17,10,Jean-Pierre Jarier,Shadow Matra,1:25.000
2,11,Jochen Mass,McLaren Ford,1:25.200
5,12,Ronnie Peterson,Lotus Ford,1:25.300
3,13,Jody Scheckter,Tyrrell Ford,1:25.400
8,14,Carlos Pace,Brabham Ford,1:25.800
7,15,Carlos Reutemann,Brabham Ford,1:25.800
6,16,Jacky Ickx,Lotus Ford,1:26.300
28,17,Mark Donohue,March Ford,1:26.300
21,18,Tony Brise,Frank Williams Racing Cars/Williams,1:26.400
31,19,Roelof   Wunderink,Ensign Ford,1:26.600
25,20,Alan  Jones,Hesketh Ford,1:26.700
30,21,Wilson Fittipaldi,Fittipaldi Ford,1:27.200
23,22,Francois  Migault,Lola Ford,1:27.900
14,23,Bob Evans,BRM,1:28.800
10,24,Lella Lombardi,March Ford,1:30.300
20,25,Arturo Merzario,Frank Williams Racing Cars/Williams,1:54.300
