,Position,Driver,Car,Laps,Time,Points
28,1,Carlos Reutemann,Williams Ford,76,1:55:34.365,9
26,2,Jacques Laffite,Ligier Ford,76,+73.629s,6
5,3,Nelson Piquet,Brabham Ford,76,+77.726s,4
30,4,Jochen Mass,Arrows Ford,75,+1 lap,3
2,5,Gilles Villeneuve,Ferrari,75,+1 lap,2
20,6,Emerson Fittipaldi,Fittipaldi Ford,74,+2 laps,1
11,7,Mario Andretti,Lotus Ford,73,+3 laps,0
29,8,Riccardo Patrese,Arrows Ford,73,+3 laps,0
12,9,Elio de Angelis,Lotus Ford,68,DNF,0
9,NC,Jan Lammers,ATS Ford,64,+12 laps,0
25,NC,Didier Pironi,Ligier Ford,54,DNF,0
16,NC,Rene Arnoux,Renault,53,DNF,0
22,NC,Patrick Depailler,Alfa Romeo,50,DNF,0
1,NC,Jody Scheckter,Ferrari,27,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,25,DNF,0
27,NC,Alan  Jones,Williams Ford,24,DNF,0
3,NC,Jean-Pierre Jarier,Tyrrell Ford,0,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,0,DNF,0
8,NC,Alain Prost,McLaren Ford,0,DNF,0
4,NC,Derek Daly,Tyrrell Ford,0,DNF,0
