,Position,Driver,Car,Time
27,1,Ayrton Senna,McLaren Honda,1:40.198
28,2,Gerhard Berger,McLaren Honda,1:40.434
1,3,Alain Prost,Ferrari,1:41.732
2,4,Nigel Mansell,Ferrari,1:42.057
6,5,Riccardo Patrese,Williams Renault,1:42.195
5,6,Thierry Boutsen,Williams Renault,1:42.380
20,7,Nelson Piquet,Benetton Ford,1:42.872
4,8,Jean Alesi,Tyrrell Ford,1:43.255
19,9,Alessandro Nannini,Benetton Ford,1:43.594
16,10,Ivan Capelli,Leyton House Judd,1:44.349
30,11,Aguri Suzuki,Lola Lamborghini,1:44.363
29,12,Eric Bernard,Lola Lamborghini,1:44.496
3,13,Satoru Nakajima,Tyrrell Ford,1:44.650
15,14,Mauricio Gugelmin,Leyton House Judd,1:45.193
23,15,Pierluigi Martini,Minardi Ford,1:45.237
11,16,Derek Warwick,Lotus Lamborghini,1:45.244
8,17,Stefano Modena,Brabham Judd,1:45.547
10,18,Alex Caffi,Arrows Ford,1:45.604
9,19,Michele Alboreto,Arrows Ford,1:45.755
12,20,Martin Donnelly,Lotus Lamborghini,1:45.790
7,21,David Brabham,Brabham Judd,1:46.110
25,22,Nicola Larini,Ligier Ford,1:46.187
21,23,Emanuele Pirro,Dallara Ford,1:46.506
26,24,Philippe Alliot,Ligier Ford,1:46.596
36,25,Jyrki Jarvilehto,Onyx Ford,1:46.857
35,26,Gregor Foitek,Onyx Ford,1:47.209
