,Position,Driver,Car,Laps,Time,Points
27,1,Ayrton Senna,McLaren Honda,45,1:20:47.164,9
19,2,Alessandro Nannini,Benetton Ford,45,+6.520s,6
28,3,Gerhard Berger,McLaren Honda,45,+8.553s,4
1,4,Alain Prost,Ferrari,45,+45.270s,3
6,5,Riccardo Patrese,Williams Renault,45,+48.028s,2
5,6,Thierry Boutsen,Williams Renault,45,+81.491s,1
16,7,Ivan Capelli,Leyton House Judd,44,+1 lap,0
11,8,Derek Warwick,Lotus Lamborghini,44,+1 lap,0
10,9,Alex Caffi,Arrows Ford,44,+1 lap,0
25,10,Nicola Larini,Ligier Ford,43,+2 laps,0
4,11,Jean Alesi,Tyrrell Ford,40,DNF,0
36,NC,Jyrki Jarvilehto,Onyx Ford,39,+6 laps,0
29,NC,Eric Bernard,Lola Lamborghini,35,DNF,0
30,NC,Aguri Suzuki,Lola Lamborghini,33,DNF,0
3,NC,Satoru Nakajima,Tyrrell Ford,24,DNF,0
20,NC,Nelson Piquet,Benetton Ford,23,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,20,DNF,0
35,NC,Gregor Foitek,Onyx Ford,19,DNF,0
2,NC,Nigel Mansell,Ferrari,15,DNF,0
15,NC,Mauricio Gugelmin,Leyton House Judd,12,DNF,0
7,NC,David Brabham,Brabham Judd,12,DNF,0
9,NC,Michele Alboreto,Arrows Ford,10,DNF,0
12,NC,Martin Donnelly,Lotus Lamborghini,1,DNF,0
