,Position,Driver,Car,Time / Gap,Laps
4,1,Felipe Massa,Ferrari,1:34.487,11
3,2,Fernando Alonso,Ferrari,+0.077s,19
9,3,Nico Rosberg,Mercedes,+0.134s,22
1,4,Sebastian Vettel,Red Bull Racing Renault,+0.303s,20
14,5,Paul di Resta,Force India Mercedes,+0.462s,17
5,6,Jenson Button,McLaren Mercedes,+0.582s,22
2,7,Mark Webber,Red Bull Racing Renault,+0.614s,19
15,8,Adrian Sutil,Force India Mercedes,+0.632s,19
7,9,Kimi Räikkönen,Lotus Renault,+0.858s,17
8,10,Romain Grosjean,Lotus Renault,+1.124s,14
6,11,Sergio Perez,McLaren Mercedes,+1.153s,23
17,12,Valtteri Bottas,Williams Renault,+1.296s,16
10,13,Lewis Hamilton,Mercedes,+1.305s,16
18,14,Jean-Eric Vergne,STR Ferrari,+1.527s,19
19,15,Daniel Ricciardo,STR Ferrari,+1.998s,20
16,16,Pastor Maldonado,Williams Renault,+2.011s,17
11,17,Nico Hulkenberg,Sauber Ferrari,+2.268s,20
12,18,Esteban Gutierrez ,Sauber Ferrari,+2.727s,21
20,19,Charles Pic,Caterham Renault,+3.363s,20
21,20,Heikki Kovalainen,Caterham Renault,+3.914s,20
23,21,Max Chilton,Marussia Cosworth,+4.958s,12
22,22,Rodolfo Gonzalez ,Marussia Cosworth,+5.728s,7
