,Position,Driver,Car,Time / Gap,Laps
3,1,Fernando Alonso,Ferrari,1:33.247,12
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.101s,15
2,3,Mark Webber,Red Bull Racing Renault,+0.133s,19
7,4,Kimi Räikkönen,Lotus Renault,+0.199s,21
10,5,Lewis Hamilton,Mercedes,+0.208s,19
8,6,Romain Grosjean,Lotus Renault,+0.217s,19
15,7,Adrian Sutil,Force India Mercedes,+0.349s,17
14,8,Paul di Resta,Force India Mercedes,+0.453s,15
9,9,Nico Rosberg,Mercedes,+0.517s,19
11,10,Nico Hulkenberg,Sauber Ferrari,+0.675s,17
4,11,Felipe Massa,Ferrari,+0.702s,20
5,12,Jenson Button,McLaren Mercedes,+0.870s,17
6,13,Sergio Perez,McLaren Mercedes,+1.035s,18
19,14,Daniel Ricciardo,STR Ferrari,+1.330s,16
17,15,Valtteri Bottas,Williams Renault,+1.364s,17
18,16,Jean-Eric Vergne,STR Ferrari,+1.431s,16
16,17,Pastor Maldonado,Williams Renault,+1.586s,17
20,18,Charles Pic,Caterham Renault,+2.569s,16
22,19,Jules Bianchi,Marussia Cosworth,+3.484s,17
21,20,Giedo van der Garde,Caterham Renault,+3.692s,16
23,21,Max Chilton,Marussia Cosworth,+4.383s,7
12,22,Esteban Gutierrez ,Sauber Ferrari,+6.345s,29
