,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:23.554,16
5,2,Damon Hill,Williams Renault,+0.727s,27
18,3,Ukyo Katayama,Tyrrell Yamaha,+0.805s,28
2,4,Eddie Irvine,Ferrari,+0.923s,18
6,5,Jacques Villeneuve,Williams Renault,+1.210s,26
3,6,Jean Alesi,Benetton Renault,+1.249s,20
4,7,Gerhard Berger,Benetton Renault,+1.278s,25
19,8,Mika Salo,Tyrrell Yamaha,+1.680s,29
7,9,Mika Hakkinen,McLaren Mercedes,+1.849s,23
15,10,Heinz-Harald Frentzen,Sauber Ford,+2.013s,24
11,11,Rubens Barrichello,Jordan Peugeot,+2.038s,16
12,12,Martin Brundle,Jordan Peugeot,+2.151s,25
10,13,Pedro Diniz,Ligier Mugen Honda,+2.390s,29
8,14,David Coulthard,McLaren Mercedes,+2.426s,24
16,15,Ricardo Rosset,Footwork Hart,+2.511s,19
17,16,Jos Verstappen,Footwork Hart,+2.734s,7
9,17,Olivier Panis,Ligier Mugen Honda,+2.868s,18
20,18,Pedro Lamy,Minardi Ford,+2.961s,29
14,19,Johnny Herbert,Sauber Ford,+3.146s,24
21,20,Giovanni Lavaggi,Minardi Ford,+4.802s,27
