,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:21.858,19
5,2,Damon Hill,Williams Renault,+0.009s,20
6,3,Jacques Villeneuve,Williams Renault,+0.410s,21
2,4,Eddie Irvine,Ferrari,+0.611s,16
3,5,Jean Alesi,Benetton Renault,+0.806s,21
7,6,Mika Hakkinen,McLaren Mercedes,+0.810s,27
11,7,Rubens Barrichello,Jordan Peugeot,+0.847s,22
4,8,Gerhard Berger,Benetton Renault,+0.938s,25
15,9,Heinz-Harald Frentzen,Sauber Ford,+1.391s,21
9,10,Olivier Panis,Ligier Mugen Honda,+1.564s,26
12,11,Martin Brundle,Jordan Peugeot,+1.578s,28
19,12,Mika Salo,Tyrrell Yamaha,+1.665s,30
18,13,Ukyo Katayama,Tyrrell Yamaha,+1.795s,25
14,14,Johnny Herbert,Sauber Ford,+1.817s,22
8,15,David Coulthard,McLaren Mercedes,+2.472s,26
20,16,Pedro Lamy,Minardi Ford,+3.165s,27
10,17,Pedro Diniz,Ligier Mugen Honda,+3.412s,23
17,18,Jos Verstappen,Footwork Hart,+3.481s,11
16,19,Ricardo Rosset,Footwork Hart,+3.544s,20
21,20,Giovanni Lavaggi,Minardi Ford,+6.105s,15
