,Position,Driver,Car,Laps,Time,Points
0,1,Damon Hill,Williams Renault,65,1:36:14.374,10
5,2,Michael Schumacher,Benetton Ford,65,+24.166s,6
4,3,Mark Blundell,Tyrrell Yamaha,65,+86.969s,4
27,4,Jean Alesi,Ferrari,64,+1 lap,3
23,5,Pierluigi Martini,Minardi Ford,64,+1 lap,2
15,6,Eddie Irvine,Jordan Hart,64,+1 lap,1
26,7,Olivier Panis,Ligier Renault,63,+2 laps,0
25,8,Eric Bernard,Ligier Renault,62,+3 laps,0
11,9,Alessandro Zanardi,Lotus Mugen Honda,62,+3 laps,0
31,10,David Brabham,Simtek Ford,61,+4 laps,0
8,11,Martin Brundle,McLaren Peugeot,59,DNF,0
6,NC,Jyrki Jarvilehto,Benetton Ford,53,DNF,0
7,NC,Mika Hakkinen,McLaren Peugeot,48,DNF,0
12,NC,Johnny Herbert,Lotus Mugen Honda,41,DNF,0
14,NC,Rubens Barrichello,Jordan Hart,39,DNF,0
9,NC,Christian Fittipaldi,Footwork Ford,35,DNF,0
2,NC,David Coulthard,Williams Renault,32,DNF,0
34,NC,Bertrand Gachot,Pacific Ilmor,32,DNF,0
28,NC,Gerhard Berger,Ferrari,27,DNF,0
10,NC,Gianni Morbidelli,Footwork Ford,24,DNF,0
30,NC,Heinz-Harald Frentzen,Sauber Mercedes,21,DNF,0
20,NC,Erik Comas,Larrousse Ford,19,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,16,DNF,0
24,NC,Michele Alboreto,Minardi Ford,4,DNF,0
33,NC,Paul Belmondo,Pacific Ilmor,2,DNF,0
19,NC,Olivier Beretta,Larrousse Ford,0,DNF,0
