,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,45,1:24:48.830,9
28,2,Clay Regazzoni,Williams Ford,45,+2.910s,6
26,3,Jacques Laffite,Ligier Ford,45,+18.390s,4
11,4,Jody Scheckter,Ferrari,45,+31.200s,3
7,5,John Watson,McLaren Ford,45,+97.800s,2
30,6,Jochen Mass,Arrows Ford,44,+1 lap,1
4,7,Geoff Lees,Tyrrell Ford,44,+1 lap,0
12,8,Gilles Villeneuve,Ferrari,44,+1 lap,0
3,9,Didier Pironi,Tyrrell Ford,44,+1 lap,0
17,10,Jan Lammers,Shadow Ford,44,+1 lap,0
18,11,Elio de Angelis,Shadow Ford,43,+2 laps,0
6,12,Nelson Piquet,Brabham Alfa Romeo,42,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,34,DNF,0
8,NC,Patrick Tambay,McLaren Ford,30,DNF,0
20,NC,Keke Rosberg,Wolf Ford,29,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,27,DNF,0
25,NC,Jacky Ickx,Ligier Ford,24,DNF,0
31,NC,Hector Rebaque,Lotus Ford,22,DNF,0
1,NC,Mario Andretti,Lotus Ford,16,DNF,0
16,NC,Rene Arnoux,Renault,9,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,7,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,4,DNF,0
2,NC,Carlos Reutemann,Lotus Ford,1,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,0,DNF,0
