,Position,Driver,Car,Time
15,1,Jean-Pierre Jabouille,Renault,1:48.480
27,2,Alan  Jones,Williams Ford,1:48.750
26,3,Jacques Laffite,Ligier Ford,1:49.430
6,4,Nelson Piquet,Brabham Ford,1:49.500
11,5,Jody Scheckter,Ferrari,1:50.000
28,6,Clay Regazzoni,Williams Ford,1:50.120
5,7,Niki Lauda,Brabham Ford,1:50.370
3,8,Didier Pironi,Tyrrell Ford,1:50.400
12,9,Gilles Villeneuve,Ferrari,1:50.410
16,10,Rene Arnoux,Renault,1:50.480
1,11,Mario Andretti,Lotus Ford,1:50.680
7,12,John Watson,McLaren Ford,1:50.860
2,13,Carlos Reutemann,Lotus Ford,1:50.940
25,14,Jacky Ickx,Ligier Ford,1:51.070
8,15,Patrick Tambay,McLaren Ford,1:51.470
4,16,Geoff Lees,Tyrrell Ford,1:51.500
20,17,Keke Rosberg,Wolf Ford,1:52.010
30,18,Jochen Mass,Arrows Ford,1:52.740
29,19,Riccardo Patrese,Arrows Ford,1:52.930
17,20,Jan Lammers,Shadow Ford,1:53.590
18,21,Elio de Angelis,Shadow Ford,1:53.730
14,22,Emerson Fittipaldi,Fittipaldi Ford,1:54.010
9,23,Hans-Joachim Stuck,ATS Ford,1:54.470
31,24,Hector Rebaque,Lotus Ford,1:55.860
