,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Rubens Barrichello,Ferrari,27,1:12.738,207.473
1,2,Michael Schumacher,Ferrari,26,1:12.754,207.427
6,3,Juan Pablo Montoya,Williams BMW,72,1:12.798,207.302
5,4,Ralf Schumacher,Williams BMW,71,1:13.260,205.995
3,5,David Coulthard,McLaren Mercedes,41,1:13.481,205.375
4,6,Kimi Räikkönen,McLaren Mercedes,42,1:13.819,204.435
11,7,Jacques Villeneuve,BAR Honda,48,1:13.848,204.354
9,8,Giancarlo Fisichella,Jordan Honda,34,1:14.025,203.866
14,9,Jarno Trulli,Renault,27,1:14.026,203.863
16,10,Eddie Irvine,Jaguar Cosworth,41,1:14.190,203.412
12,11,Olivier Panis,BAR Honda,47,1:14.263,203.212
15,12,Jenson Button,Renault,71,1:14.265,203.207
10,13,Takuma Sato,Jordan Honda,47,1:14.556,202.414
7,14,Nick Heidfeld,Sauber Petronas,27,1:14.557,202.411
24,15,Mika Salo,Toyota,54,1:14.672,202.099
8,16,Heinz-Harald Frentzen,Sauber Petronas,64,1:14.796,201.764
25,17,Allan McNish,Toyota,40,1:14.882,201.533
22,18,Alex Yoong,Minardi Asiatech,38,1:15.347,200.289
23,19,Mark Webber,Minardi Asiatech,29,1:15.367,200.236
17,20,Pedro de la Rosa,Jaguar Cosworth,25,1:15.498,199.888
