,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:11.158,28
2,2,Rubens Barrichello,Ferrari,+0.236s,29
16,3,Eddie Irvine,Jaguar Cosworth,+0.530s,25
5,4,Ralf Schumacher,Williams BMW,+0.691s,26
3,5,David Coulthard,McLaren Mercedes,+0.751s,22
7,6,Nick Heidfeld,Sauber Petronas,+0.752s,26
6,7,Juan Pablo Montoya,Williams BMW,+0.834s,25
4,8,Kimi Räikkönen,McLaren Mercedes,+1.004s,26
9,9,Giancarlo Fisichella,Jordan Honda,+1.062s,28
8,10,Heinz-Harald Frentzen,Sauber Petronas,+1.431s,23
24,11,Mika Salo,Toyota,+1.498s,25
17,12,Pedro de la Rosa,Jaguar Cosworth,+1.521s,28
11,13,Jacques Villeneuve,BAR Honda,+1.568s,17
12,14,Olivier Panis,BAR Honda,+1.588s,28
14,15,Jarno Trulli,Renault,+1.598s,30
10,16,Takuma Sato,Jordan Honda,+1.668s,17
15,17,Jenson Button,Renault,+1.720s,28
25,18,Allan McNish,Toyota,+2.046s,33
23,19,Mark Webber,Minardi Asiatech,+2.389s,20
22,20,Alex Yoong,Minardi Asiatech,+2.404s,34
