,Position,Driver,Car,Laps,Time,Points
5,1,Jackie Stewart,Tyrrell Ford,78,1:57:44.300,9
1,2,Emerson Fittipaldi,Lotus Ford,78,+1.300s,6
2,3,Ronnie Peterson,Lotus Ford,77,+1 lap,4
6,4,Francois  Cevert ,Tyrrell Ford,77,+1 lap,3
8,5,Peter   Revson,McLaren Ford,76,+2 laps,2
7,6,Denny Hulme,McLaren Ford,76,+2 laps,1
9,7,Andrea de Adamich ,Brabham Ford,75,+3 laps,0
23,8,Mike Hailwood,Surtees Ford,75,+3 laps,0
27,9,James Hunt,March Ford,73,DNF,0
17,10,Jackie Oliver,Shadow Ford,72,+6 laps,0
11,11,Wilson Fittipaldi,Brabham Ford,71,DNF,0
14,NC,Jean-Pierre Jarier,March Ford,67,DNF,0
12,NC,Graham Hill,Shadow Ford,62,DNF,0
4,NC,Arturo Merzario,Ferrari,58,DNF,0
10,NC,Carlos Reutemann,Brabham Ford,46,DNF,0
3,NC,Jacky Ickx,Ferrari,44,DNF,0
25,NC,Howden  Ganley ,Iso Marlboro Ford,41,DNF,0
20,NC,Jean-Pierre Beltoise,BRM,39,DNF,0
18,NC,David Purley,March Ford,31,DNF,0
24,NC,Carlos Pace,Surtees Ford,31,DNF,0
26,NC,Nanni  Galli ,Iso Marlboro Ford,30,DNF,0
21,NC,Niki Lauda,BRM,24,DNF,0
22,NC,Chris Amon,Tecno,22,DNF,0
19,NC,Clay Regazzoni,BRM,15,DNF,0
15,NC,Mike  Beuttler ,March Ford,3,DNF,0
