,Position,Driver,Car,Time
2,1,Stirling Moss,Vanwall,2:34.210
22,2,Mike Hawthorn,Ferrari,2:34.260
6,3,Stuart  Lewis-Evans ,Vanwall,2:34.600
8,4,Jean Behra,BRM,2:34.990
4,5,Tony Brooks,Vanwall,2:35.960
24,6,Wolfgang von Trips,Ferrari,2:37.040
10,7,Harry Schell,BRM,2:37.050
14,8,Jack Brabham,Cooper Climax,2:37.460
12,9,Maurice  Trintignant,Cooper Climax,2:37.970
28,10,Carroll  Shelby ,Maserati,2:40.440
16,11,Roy Salvadori,Cooper Climax,2:43.030
20,12,Graham Hill,Lotus Climax,2:46.220
18,13,Cliff Allison,Maserati,2:46.270
32,14,Jo Bonnier,Maserati,2:46.600
30,15,Maria Teresa de Filippis ,Maserati,3:01.950
