,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:34.811,14
5,2,Felipe Massa,Ferrari,+0.142s,15
1,3,Fernando Alonso,McLaren Mercedes,+0.500s,11
10,4,Robert Kubica,Sauber BMW,+0.574s,16
6,5,Kimi Räikkönen,Ferrari,+0.687s,7
16,6,Nico Rosberg,Williams Toyota,+0.959s,16
9,7,Nick Heidfeld,Sauber BMW,+1.349s,20
23,8,Anthony Davidson,Super Aguri Honda,+1.384s,19
11,9,Ralf Schumacher,Toyota,+1.434s,20
15,10,Mark Webber,Red Bull Renault,+1.446s,17
14,11,David Coulthard,Red Bull Renault,+1.462s,13
18,12,Vitantonio Liuzzi,STR Ferrari,+1.486s,18
3,13,Giancarlo Fisichella,Renault,+1.623s,15
17,14,Alexander Wurz,Williams Toyota,+1.662s,16
19,15,Scott Speed,STR Ferrari,+1.690s,14
22,16,Takuma Sato,Super Aguri Honda,+1.734s,18
7,17,Jenson Button,Honda,+1.847s,20
4,18,Heikki Kovalainen,Renault,+2.065s,6
8,19,Rubens Barrichello,Honda,+2.161s,19
12,20,Jarno Trulli,Toyota,+2.662s,16
20,21,Adrian Sutil,Spyker Ferrari,+3.207s,20
21,22,Christijan Albers,Spyker Ferrari,+3.414s,20
