,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Felipe Massa,Ferrari,1:35.340,1:34.454,1:35.043,16
1,2,Fernando Alonso,McLaren Mercedes,1:34.942,1:34.057,1:35.310,16
6,3,Kimi Räikkönen,Ferrari,1:35.138,1:34.687,1:35.479,16
2,4,Lewis Hamilton,McLaren Mercedes,1:35.028,1:34.650,1:36.045,16
9,5,Nick Heidfeld,Sauber BMW,1:35.617,1:35.203,1:36.543,19
16,6,Nico Rosberg,Williams Toyota,1:35.755,1:35.380,1:36.829,22
10,7,Robert Kubica,Sauber BMW,1:35.294,1:34.739,1:36.896,14
12,8,Jarno Trulli,Toyota,1:35.666,1:35.255,1:36.902,23
11,9,Ralf Schumacher,Toyota,1:35.736,1:35.595,1:37.078,22
15,10,Mark Webber,Red Bull Renault,1:35.727,1:35.579,1:37.345,21
4,11,Heikki Kovalainen,Renault,1:36.092,1:35.630,,12
3,12,Giancarlo Fisichella,Renault,1:35.879,1:35.706,,12
14,13,David Coulthard,Red Bull Renault,1:35.730,1:35.766,,12
22,14,Takuma Sato,Super Aguri Honda,1:36.430,1:35.945,,12
7,15,Jenson Button,Honda,1:35.913,1:36.088,,15
18,16,Vitantonio Liuzzi,STR Ferrari,1:36.140,1:36.145,,12
19,17,Scott Speed,STR Ferrari,1:36.578,,,6
23,18,Anthony Davidson,Super Aguri Honda,1:36.816,,,6
8,19,Rubens Barrichello,Honda,1:36.827,,,7
17,20,Alexander Wurz,Williams Toyota,1:37.326,,,5
21,21,Christijan Albers,Spyker Ferrari,1:38.279,,,6
20,22,Adrian Sutil,Spyker Ferrari,1:38.415,,,6
