,Position,Driver,Car,Laps,Time,Points
1,1,Fernando Alonso,McLaren Mercedes,56,1:32:14.930,10
2,2,Lewis Hamilton,McLaren Mercedes,56,+17.557s,8
6,3,Kimi Räikkönen,Ferrari,56,+18.339s,6
9,4,Nick Heidfeld,Sauber BMW,56,+33.777s,5
5,5,Felipe Massa,Ferrari,56,+36.705s,4
3,6,Giancarlo Fisichella,Renault,56,+65.638s,3
12,7,Jarno Trulli,Toyota,56,+70.132s,2
4,8,Heikki Kovalainen,Renault,56,+72.015s,1
17,9,Alexander Wurz,Williams Toyota,56,+89.924s,0
15,10,Mark Webber,Red Bull Renault,56,+93.556s,0
8,11,Rubens Barrichello,Honda,55,+1 lap,0
7,12,Jenson Button,Honda,55,+1 lap,0
22,13,Takuma Sato,Super Aguri Honda,55,+1 lap,0
19,14,Scott Speed,STR Ferrari,55,+1 lap,0
11,15,Ralf Schumacher,Toyota,55,+1 lap,0
23,16,Anthony Davidson,Super Aguri Honda,55,+1 lap,0
18,17,Vitantonio Liuzzi,STR Ferrari,55,+1 lap,0
10,18,Robert Kubica,Sauber BMW,55,+1 lap,0
16,NC,Nico Rosberg,Williams Toyota,42,DNF,0
14,NC,David Coulthard,Red Bull Renault,36,DNF,0
21,NC,Christijan Albers,Spyker Ferrari,7,DNF,0
20,NC,Adrian Sutil,Spyker Ferrari,0,DNF,0
