,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:12.218,1:09.062,1:08.455,30
6,2,Nico Rosberg,Mercedes,1:10.976,1:08.634,1:08.655,31
5,3,Sebastian Vettel,Ferrari,1:11.184,1:09.392,1:08.810,21
19,4,Felipe Massa,Williams Mercedes,1:11.830,1:09.719,1:09.192,27
27,5,Nico Hulkenberg,Force India Mercedes,1:11.319,1:09.604,1:09.278,22
77,6,Valtteri Bottas,Williams Mercedes,1:11.894,1:09.598,1:09.319,26
33,7,Max Verstappen,STR Renault,1:11.307,1:09.631,1:09.612,28
26,8,Daniil Kvyat,Red Bull Racing Renault,1:12.092,1:10.187,1:09.694,32
12,9,Felipe Nasr,Sauber Ferrari,1:12.001,1:09.652,1:09.713,29
8,10,Romain Grosjean,Lotus Mercedes,1:11.821,1:09.920,DNS,22
13,11,Pastor Maldonado,Lotus Mercedes,1:11.661,1:10.374,,22
9,12,Marcus Ericsson,Sauber Ferrari,1:12.388,1:10.426,,20
55,13,Carlos Sainz,STR Renault,1:11.158,1:10.465,,23
3,14,Daniel Ricciardo,Red Bull Racing Renault,1:11.973,1:10.482,,19
14,15,Fernando Alonso,McLaren Honda,1:12.508,1:10.736,,22
11,16,Sergio Perez,Force India Mercedes,1:12.522,,,13
22,17,Jenson Button,McLaren Honda,1:12.632,,,12
7,18,Kimi Räikkönen,Ferrari,1:12.867,,,10
98,19,Roberto Merhi,Marussia Ferrari,1:14.071,,,12
28,20,Will Stevens,Marussia Ferrari,1:15.368,,,11
