,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,35,1:11.235,218.622,14:49:58
44,2,Lewis Hamilton,Mercedes,60,1:11.475,217.888,15:20:02
5,3,Sebastian Vettel,Ferrari,44,1:11.499,217.815,15:01:11
19,4,Felipe Massa,Williams Mercedes,58,1:11.613,217.468,15:17:54
3,5,Daniel Ricciardo,Red Bull Racing Renault,69,1:11.689,217.238,15:32:20
13,6,Pastor Maldonado,Lotus Mercedes,58,1:11.785,216.947,15:18:37
77,7,Valtteri Bottas,Williams Mercedes,52,1:12.248,215.557,15:11:05
26,8,Daniil Kvyat,Red Bull Racing Renault,54,1:12.316,215.354,15:14:26
33,9,Max Verstappen,STR Renault,64,1:12.349,215.256,15:25:51
11,10,Sergio Perez,Force India Mercedes,58,1:12.377,215.173,15:18:53
9,11,Marcus Ericsson,Sauber Ferrari,56,1:12.516,214.760,15:18:01
27,12,Nico Hulkenberg,Force India Mercedes,62,1:12.541,214.686,15:23:19
8,13,Romain Grosjean,Lotus Mercedes,34,1:12.881,213.685,14:49:24
12,14,Felipe Nasr,Sauber Ferrari,57,1:13.050,213.190,15:17:49
55,15,Carlos Sainz,STR Renault,28,1:13.234,212.655,14:42:10
98,16,Roberto Merhi,Marussia Ferrari,58,1:14.939,207.817,15:21:05
22,17,Jenson Button,McLaren Honda,5,1:52.208,138.792,14:13:00
