,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,71,1:30:16.930,25
44,2,Lewis Hamilton,Mercedes,71,+8.800s,18
19,3,Felipe Massa,Williams Mercedes,71,+17.573s,15
5,4,Sebastian Vettel,Ferrari,71,+18.181s,12
77,5,Valtteri Bottas,Williams Mercedes,71,+53.604s,10
27,6,Nico Hulkenberg,Force India Mercedes,71,+64.075s,8
13,7,Pastor Maldonado,Lotus Mercedes,70,+1 lap,6
33,8,Max Verstappen,STR Renault,70,+1 lap,4
11,9,Sergio Perez,Force India Mercedes,70,+1 lap,2
3,10,Daniel Ricciardo,Red Bull Racing Renault,70,+1 lap,1
12,11,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
26,12,Daniil Kvyat,Red Bull Racing Renault,70,+1 lap,0
9,13,Marcus Ericsson,Sauber Ferrari,69,+2 laps,0
98,14,Roberto Merhi,Marussia Ferrari,68,+3 laps,0
8,NC,Romain Grosjean,Lotus Mercedes,35,DNF,0
55,NC,Carlos Sainz,STR Renault,35,DNF,0
22,NC,Jenson Button,McLaren Honda,8,DNF,0
28,NC,Will Stevens,Marussia Ferrari,1,DNF,0
7,NC,Kimi Räikkönen,Ferrari,0,DNF,0
14,NC,Fernando Alonso,McLaren Honda,0,DNF,0
