,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:09.600,28
6,2,Nico Rosberg,Mercedes,+0.011s,50
7,3,Kimi Räikkönen,Ferrari,+0.260s,41
13,4,Pastor Maldonado,Lotus Mercedes,+0.314s,44
44,5,Lewis Hamilton,Mercedes,+0.537s,49
27,6,Nico Hulkenberg,Force India Mercedes,+0.560s,49
8,7,Romain Grosjean,Lotus Mercedes,+0.667s,38
33,8,Max Verstappen,STR Renault,+0.756s,48
12,9,Felipe Nasr,Sauber Ferrari,+0.895s,39
11,10,Sergio Perez,Force India Mercedes,+0.985s,46
55,11,Carlos Sainz,STR Renault,+1.031s,50
26,12,Daniil Kvyat,Red Bull Racing Renault,+1.086s,48
9,13,Marcus Ericsson,Sauber Ferrari,+1.144s,40
77,14,Valtteri Bottas,Williams Mercedes,+1.146s,34
19,15,Felipe Massa,Williams Mercedes,+1.411s,42
14,16,Fernando Alonso,McLaren Honda,+1.917s,17
3,17,Daniel Ricciardo,Red Bull Racing Renault,+2.076s,38
22,18,Jenson Button,McLaren Honda,+2.319s,17
28,19,Will Stevens,Marussia Ferrari,+2.922s,34
98,20,Roberto Merhi,Marussia Ferrari,+3.494s,34
