,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:08.455
6,2,Nico Rosberg,Mercedes,1:08.655
5,3,Sebastian Vettel,Ferrari,1:08.810
19,4,Felipe Massa,Williams Mercedes,1:09.192
27,5,Nico Hulkenberg,Force India Mercedes,1:09.278
77,6,Valtteri Bottas,Williams Mercedes,1:09.319
33,7,Max Verstappen,STR Renault,1:09.612
12,8,Felipe Nasr,Sauber Ferrari,1:09.713
8,9,Romain Grosjean,Lotus Mercedes,1:09.920
13,10,Pastor Maldonado,Lotus Mercedes,1:10.374
9,11,Marcus Ericsson,Sauber Ferrari,1:10.426
55,12,Carlos Sainz,STR Renault,1:10.465
11,13,Sergio Perez,Force India Mercedes,1:12.522
7,14,Kimi Räikkönen,Ferrari,1:12.867
26,15,Daniil Kvyat,Red Bull Racing Renault,1:09.694
98,16,Roberto Merhi,Marussia Ferrari,1:14.071
28,17,Will Stevens,Marussia Ferrari,1:15.368
3,18,Daniel Ricciardo,Red Bull Racing Renault,1:10.482
14,19,Fernando Alonso,McLaren Honda,1:10.736
22,20,Jenson Button,McLaren Honda,1:12.632
