,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Rubens Barrichello,Ferrari,30,1:53.803,220.423
2,2,David Coulthard,McLaren Mercedes,32,1:54.131,219.789
3,3,Michael Schumacher,Ferrari,18,1:54.252,219.556
1,4,Mika Hakkinen,McLaren Mercedes,32,1:54.469,219.140
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,33,1:54.966,218.193
17,6,Mika Salo,Sauber Petronas,30,1:55.110,217.920
16,7,Pedro Diniz,Sauber Petronas,42,1:55.153,217.838
10,8,Jenson Button,Williams BMW,33,1:55.425,217.325
9,9,Ralf Schumacher,Williams BMW,24,1:55.473,217.235
22,10,Jacques Villeneuve,BAR Honda,41,1:55.511,217.163
8,11,Johnny Herbert,Jaguar Cosworth,31,1:55.603,216.990
7,12,Eddie Irvine,Jaguar Cosworth,42,1:55.603,216.990
14,13,Jean Alesi,Prost Peugeot,15,1:55.954,216.334
12,14,Alexander Wurz,Benetton Playlife,42,1:56.726,214.903
18,15,Pedro de la Rosa,Arrows Supertec,29,1:56.770,214.822
20,16,Marc Gene,Minardi Fondmetal,19,1:57.261,213.922
21,17,Gaston Mazzacane,Minardi Fondmetal,34,1:57.263,213.919
23,18,Ricardo Zonta,BAR Honda,42,1:57.269,213.908
19,19,Jos Verstappen,Arrows Supertec,26,1:57.432,213.611
15,20,Nick Heidfeld,Prost Peugeot,12,1:58.831,211.096
11,21,Giancarlo Fisichella,Benetton Playlife,8,2:02.148,205.363
6,22,Jarno Trulli,Jordan Mugen Honda,3,2:07.154,197.278
