,Position,Driver,Car,Laps,Time,Points
1,1,Mika Hakkinen,McLaren Mercedes,44,1:28:14.494,10
3,2,Michael Schumacher,Ferrari,44,+1.103s,6
9,3,Ralf Schumacher,Williams BMW,44,+38.096s,4
2,4,David Coulthard,McLaren Mercedes,44,+43.280s,3
10,5,Jenson Button,Williams BMW,44,+49.914s,2
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,44,+55.984s,1
22,7,Jacques Villeneuve,BAR Honda,44,+72.380s,0
8,8,Johnny Herbert,Jaguar Cosworth,44,+87.808s,0
17,9,Mika Salo,Sauber Petronas,44,+88.670s,0
7,10,Eddie Irvine,Jaguar Cosworth,44,+91.555s,0
16,11,Pedro Diniz,Sauber Petronas,44,+94.123s,0
23,12,Ricardo Zonta,BAR Honda,43,+1 lap,0
12,13,Alexander Wurz,Benetton Playlife,43,+1 lap,0
20,14,Marc Gene,Minardi Fondmetal,43,+1 lap,0
19,15,Jos Verstappen,Arrows Supertec,43,+1 lap,0
18,16,Pedro de la Rosa,Arrows Supertec,42,+2 laps,0
21,17,Gaston Mazzacane,Minardi Fondmetal,42,+2 laps,0
4,NC,Rubens Barrichello,Ferrari,32,DNF,0
14,NC,Jean Alesi,Prost Peugeot,32,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,12,DNF,0
11,NC,Giancarlo Fisichella,Benetton Playlife,8,DNF,0
6,NC,Jarno Trulli,Jordan Mugen Honda,4,DNF,0
