,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,40,1:51.583,225.969,15:41:20
6,2,Nico Rosberg,Mercedes,11,1:51.746,225.640,14:45:46
26,3,Daniil Kvyat,Toro Rosso Ferrari,37,1:52.081,224.965,15:36:41
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,11,1:52.461,224.205,14:45:48
5,5,Sebastian Vettel,Ferrari,35,1:52.728,223.674,15:32:13
30,6,Jolyon Palmer,Renault,41,1:53.251,222.641,15:44:23
33,7,Max Verstappen,Red Bull Racing TAG Heuer,32,1:53.281,222.582,15:26:48
11,8,Sergio Perez,Force India Mercedes,34,1:53.414,222.321,15:30:12
7,9,Kimi Räikkönen,Ferrari,27,1:53.498,222.157,15:17:04
27,10,Nico Hulkenberg,Force India Mercedes,41,1:53.530,222.094,15:43:25
8,11,Romain Grosjean,Haas Ferrari,25,1:53.803,221.561,15:13:27
77,12,Valtteri Bottas,Williams Mercedes,31,1:54.120,220.946,15:24:38
21,13,Esteban Gutierrez ,Haas Ferrari,26,1:54.335,220.530,15:15:15
19,14,Felipe Massa,Williams Mercedes,25,1:54.342,220.517,15:13:05
14,15,Fernando Alonso,McLaren Honda,43,1:54.484,220.243,15:47:36
31,16,Esteban Ocon,MRT Mercedes,26,1:55.734,217.865,15:15:35
12,17,Felipe Nasr,Sauber Ferrari,31,1:56.152,217.081,15:25:19
20,18,Kevin Magnussen,Renault,4,1:56.588,216.269,14:11:52
9,19,Marcus Ericsson,Sauber Ferrari,2,2:15.255,186.421,14:08:06
