,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Ferrari,1:47.974,11
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.215s,18
5,3,Sebastian Vettel,Ferrari,+0.323s,12
77,4,Valtteri Bottas,Williams Mercedes,+0.530s,17
44,5,Lewis Hamilton,Mercedes,+0.661s,20
27,6,Nico Hulkenberg,Force India Mercedes,+0.765s,12
6,7,Nico Rosberg,Mercedes,+0.768s,19
19,8,Felipe Massa,Williams Mercedes,+0.809s,21
11,9,Sergio Perez,Force India Mercedes,+0.941s,12
8,10,Romain Grosjean,Haas Ferrari,+1.298s,16
14,11,Fernando Alonso,McLaren Honda,+1.479s,9
21,12,Esteban Gutierrez ,Haas Ferrari,+1.657s,16
22,13,Jenson Button,McLaren Honda,+1.691s,10
20,14,Kevin Magnussen,Renault,+1.742s,11
94,15,Pascal Wehrlein,MRT Mercedes,+1.787s,15
26,16,Daniil Kvyat,Toro Rosso Ferrari,+2.049s,9
55,17,Carlos Sainz,Toro Rosso Ferrari,+2.104s,9
30,18,Jolyon Palmer,Renault,+2.267s,11
12,19,Felipe Nasr,Sauber Ferrari,+2.446s,13
31,20,Esteban Ocon,MRT Mercedes,+2.719s,18
9,21,Marcus Ericsson,Sauber Ferrari,+3.345s,5
33,22,Max Verstappen,Red Bull Racing TAG Heuer,,2
