,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:30.839
2,2,Mark Webber,Red Bull Racing Renault,1:31.090
14,3,Kamui Kobayashi,Sauber Ferrari,1:31.700
10,4,Romain Grosjean,Lotus Renault,1:31.898
15,5,Sergio Perez,Sauber Ferrari,1:32.022
5,6,Fernando Alonso,Ferrari,1:32.114
9,7,Kimi Räikkönen,Lotus Renault,1:32.208
3,8,Jenson Button,McLaren Mercedes,1:31.290
4,9,Lewis Hamilton,McLaren Mercedes,1:32.327
6,10,Felipe Massa,Ferrari,1:32.293
11,11,Paul di Resta,Force India Mercedes,1:32.327
18,12,Pastor Maldonado,Williams Renault,1:32.512
8,13,Nico Rosberg,Mercedes,1:32.625
16,14,Daniel Ricciardo,STR Ferrari,1:32.954
12,15,Nico Hulkenberg,Force India Mercedes,
19,16,Bruno Senna,Williams Renault,1:33.405
20,17,Heikki Kovalainen,Caterham Renault,1:34.657
24,18,Timo Glock,Marussia Cosworth,1:35.213
17,19,Jean-Eric Vergne,STR Ferrari,1:33.368
22,20,Pedro de la Rosa,HRT Cosworth,1:35.385
25,21,Charles Pic,Marussia Cosworth,1:35.429
21,22,Vitaly Petrov,Caterham Renault,1:35.432
7,23,Michael Schumacher,Mercedes,1:32.469
23,24,Narain Karthikeyan,HRT Cosworth,1:36.734
