,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:32.608,1:31.501,1:30.839,11
2,2,Mark Webber,Red Bull Racing Renault,1:32.951,1:31.950,1:31.090,15
3,3,Jenson Button,McLaren Mercedes,1:33.077,1:31.772,1:31.290,14
14,4,Kamui Kobayashi,Sauber Ferrari,1:32.042,1:31.886,1:31.700,16
10,5,Romain Grosjean,Lotus Renault,1:32.029,1:31.988,1:31.898,20
15,6,Sergio Perez,Sauber Ferrari,1:32.147,1:32.169,1:32.022,20
5,7,Fernando Alonso,Ferrari,1:32.459,1:31.833,1:32.114,17
9,8,Kimi Räikkönen,Lotus Renault,1:32.221,1:31.826,1:32.208,18
4,9,Lewis Hamilton,McLaren Mercedes,1:33.061,1:32.121,1:32.327,17
12,10,Nico Hulkenberg,Force India Mercedes,1:32.828,1:32.272,DNF,12
6,11,Felipe Massa,Ferrari,1:32.946,1:32.293,,12
11,12,Paul di Resta,Force India Mercedes,1:32.898,1:32.327,,14
7,13,Michael Schumacher,Mercedes,1:33.349,1:32.469,,10
18,14,Pastor Maldonado,Williams Renault,1:32.834,1:32.512,,11
8,15,Nico Rosberg,Mercedes,1:33.015,1:32.625,,16
16,16,Daniel Ricciardo,STR Ferrari,1:33.059,1:32.954,,14
17,17,Jean-Eric Vergne,STR Ferrari,1:33.370,1:33.368,,14
19,18,Bruno Senna,Williams Renault,1:33.405,,,8
20,19,Heikki Kovalainen,Caterham Renault,1:34.657,,,6
24,20,Timo Glock,Marussia Cosworth,1:35.213,,,8
22,21,Pedro de la Rosa,HRT Cosworth,1:35.385,,,6
25,22,Charles Pic,Marussia Cosworth,1:35.429,,,8
21,23,Vitaly Petrov,Caterham Renault,1:35.432,,,8
23,24,Narain Karthikeyan,HRT Cosworth,1:36.734,,,6
