,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,52,1:35.774,218.276
3,2,Jenson Button,McLaren Mercedes,51,1:36.606,216.396
14,3,Kamui Kobayashi,Sauber Ferrari,52,1:36.679,216.233
19,4,Bruno Senna,Williams Renault,44,1:36.819,215.920
6,5,Felipe Massa,Ferrari,50,1:36.894,215.753
7,6,Michael Schumacher,Mercedes,43,1:36.942,215.646
2,7,Mark Webber,Red Bull Racing Renault,49,1:37.128,215.233
16,8,Daniel Ricciardo,STR Ferrari,50,1:37.455,214.511
17,9,Jean-Eric Vergne,STR Ferrari,39,1:37.533,214.339
11,10,Paul di Resta,Force India Mercedes,48,1:37.535,214.335
4,11,Lewis Hamilton,McLaren Mercedes,45,1:37.760,213.842
18,12,Pastor Maldonado,Williams Renault,45,1:37.771,213.818
9,13,Kimi Räikkönen,Lotus Renault,49,1:37.886,213.566
12,14,Nico Hulkenberg,Force India Mercedes,46,1:37.938,213.453
20,15,Heikki Kovalainen,Caterham Renault,52,1:38.043,213.224
10,16,Romain Grosjean,Lotus Renault,32,1:38.277,212.717
21,17,Vitaly Petrov,Caterham Renault,47,1:38.344,212.572
24,18,Timo Glock,Marussia Cosworth,48,1:38.756,211.685
15,19,Sergio Perez,Sauber Ferrari,17,1:38.983,211.199
22,20,Pedro de la Rosa,HRT Cosworth,50,1:39.351,210.417
25,21,Charles Pic,Marussia Cosworth,34,1:40.493,208.026
23,22,Narain Karthikeyan,HRT Cosworth,21,1:41.388,206.190
