,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:32.136,17
2,2,Mark Webber,Red Bull Racing Renault,+0.235s,20
6,3,Felipe Massa,Ferrari,+0.688s,13
7,4,Michael Schumacher,Mercedes,+0.782s,23
15,5,Sergio Perez,Sauber Ferrari,+0.784s,19
14,6,Kamui Kobayashi,Sauber Ferrari,+0.788s,15
10,7,Romain Grosjean,Lotus Renault,+0.872s,21
3,8,Jenson Button,McLaren Mercedes,+0.889s,16
11,9,Paul di Resta,Force India Mercedes,+0.958s,17
18,10,Pastor Maldonado,Williams Renault,+1.024s,16
5,11,Fernando Alonso,Ferrari,+1.048s,14
9,12,Kimi Räikkönen,Lotus Renault,+1.088s,15
4,13,Lewis Hamilton,McLaren Mercedes,+1.433s,14
17,14,Jean-Eric Vergne,STR Ferrari,+1.586s,18
8,15,Nico Rosberg,Mercedes,+1.763s,23
19,16,Bruno Senna,Williams Renault,+1.848s,19
16,17,Daniel Ricciardo,STR Ferrari,+1.887s,19
12,18,Nico Hulkenberg,Force India Mercedes,+2.233s,11
20,19,Heikki Kovalainen,Caterham Renault,+3.432s,19
21,20,Vitaly Petrov,Caterham Renault,+4.219s,18
24,21,Timo Glock,Marussia Cosworth,+4.253s,11
25,22,Charles Pic,Marussia Cosworth,+4.381s,18
23,23,Narain Karthikeyan,HRT Cosworth,+4.513s,12
22,24,Pedro de la Rosa,HRT Cosworth,+4.739s,16
