,Position,Driver,Car,Time
1,1,Lewis Hamilton,McLaren Mercedes,1:39.498
2,2,Heikki Kovalainen,McLaren Mercedes,1:39.532
23,3,Rubens Barrichello,Brawn Mercedes,1:39.563
15,4,Sebastian Vettel,RBR Renault,1:39.789
22,5,Jenson Button,Brawn Mercedes,1:39.821
4,6,Kimi Räikkönen,Ferrari,1:40.144
16,7,Nico Rosberg,Williams Toyota,1:40.185
7,8,Fernando Alonso,Renault,1:40.236
14,9,Mark Webber,RBR Renault,1:40.239
5,10,Robert Kubica,Sauber BMW,1:40.512
6,11,Nick Heidfeld,Sauber BMW,1:38.826
20,12,Adrian Sutil,Force India Mercedes,1:38.846
10,13,Timo Glock,Toyota,1:38.991
8,14,Romain Grosjean,Renault,1:39.040
12,15,Sebastien Buemi,STR Ferrari,1:39.514
21,16,Giancarlo Fisichella,Force India Mercedes,1:39.531
17,17,Kazuki Nakajima,Williams Toyota,1:39.795
9,18,Jarno Trulli,Toyota,1:39.807
11,19,Jaime Alguersuari,STR Ferrari,1:39.925
3,20,Luca Badoer,Ferrari,1:41.413
