,Position,Driver,Car,Time / Gap,Laps
23,1,Rubens Barrichello,Brawn Mercedes,1:42.460,19
2,2,Heikki Kovalainen,McLaren Mercedes,+0.176s,16
1,3,Lewis Hamilton,McLaren Mercedes,+0.194s,18
22,4,Jenson Button,Brawn Mercedes,+0.614s,19
15,5,Sebastian Vettel,RBR Renault,+0.628s,17
20,6,Adrian Sutil,Force India Mercedes,+0.749s,13
17,7,Kazuki Nakajima,Williams Toyota,+0.765s,25
14,8,Mark Webber,RBR Renault,+0.783s,19
7,9,Fernando Alonso,Renault,+0.885s,18
4,10,Kimi Räikkönen,Ferrari,+0.924s,23
12,11,Sebastien Buemi,STR Ferrari,+0.929s,30
5,12,Robert Kubica,Sauber BMW,+0.959s,20
11,13,Jaime Alguersuari,STR Ferrari,+1.177s,30
16,14,Nico Rosberg,Williams Toyota,+1.286s,22
6,15,Nick Heidfeld,Sauber BMW,+1.580s,23
21,16,Giancarlo Fisichella,Force India Mercedes,+1.666s,17
8,17,Romain Grosjean,Renault,+1.896s,23
9,18,Jarno Trulli,Toyota,+2.178s,26
10,19,Timo Glock,Toyota,+2.272s,28
3,20,Luca Badoer,Ferrari,+3.380s,25
