,Position,Driver,Car,Time / Gap,Laps
7,1,Fernando Alonso,Renault,1:39.404,33
22,2,Jenson Button,Brawn Mercedes,+0.774s,33
23,3,Rubens Barrichello,Brawn Mercedes,+0.805s,34
16,4,Nico Rosberg,Williams Toyota,+0.981s,39
17,5,Kazuki Nakajima,Williams Toyota,+1.099s,35
20,6,Adrian Sutil,Force India Mercedes,+1.192s,23
5,7,Robert Kubica,Sauber BMW,+1.239s,34
21,8,Giancarlo Fisichella,Force India Mercedes,+1.277s,31
15,9,Sebastian Vettel,RBR Renault,+1.319s,33
2,10,Heikki Kovalainen,McLaren Mercedes,+1.334s,31
4,11,Kimi Räikkönen,Ferrari,+1.335s,39
9,12,Jarno Trulli,Toyota,+1.366s,32
8,13,Romain Grosjean,Renault,+1.383s,35
14,14,Mark Webber,RBR Renault,+1.552s,37
10,15,Timo Glock,Toyota,+1.581s,30
12,16,Sebastien Buemi,STR Ferrari,+1.752s,34
6,17,Nick Heidfeld,Sauber BMW,+1.946s,29
3,18,Luca Badoer,Ferrari,+2.613s,37
11,19,Jaime Alguersuari,STR Ferrari,+2.685s,34
1,20,Lewis Hamilton,McLaren Mercedes,+3.810s,3
