,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,44,1:51:43.021,25
6,2,Nico Rosberg,Mercedes,44,+9.180s,18
1,3,Sebastian Vettel,Red Bull Racing Renault,44,+29.122s,15
3,4,Daniel Ricciardo,Red Bull Racing Renault,44,+38.818s,12
22,5,Jenson Button,McLaren Mercedes,44,+67.550s,10
77,6,Valtteri Bottas,Williams Mercedes,44,+113.773s,8
19,7,Felipe Massa,Williams Mercedes,44,+115.126s,6
27,8,Nico Hulkenberg,Force India Mercedes,44,+115.948s,4
25,9,Jean-Eric Vergne,STR Renault,44,+127.638s,2
11,10,Sergio Perez,Force India Mercedes,43,DNF,1
26,11,Daniil Kvyat,STR Renault,43,+1 lap,0
7,12,Kimi Räikkönen,Ferrari,43,+1 lap,0
21,13,Esteban Gutierrez ,Sauber Ferrari,43,+1 lap,0
20,14,Kevin Magnussen,McLaren Mercedes,43,+1 lap,0
8,15,Romain Grosjean,Lotus Renault,43,+1 lap,0
13,16,Pastor Maldonado,Lotus Renault,43,+1 lap,0
9,17,Marcus Ericsson,Caterham Renault,43,+1 lap,0
4,18,Max Chilton,Marussia Ferrari,43,+1 lap,0
10,19,Kamui Kobayashi,Caterham Renault,43,+1 lap,0
17,20,Jules Bianchi,Marussia Ferrari,41,DNF,0
99,21,Adrian Sutil,Sauber Ferrari,40,DNF,0
14,NC,Fernando Alonso,Ferrari,2,DNF,0
