,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:32.506
44,2,Lewis Hamilton,Mercedes,1:32.703
77,3,Valtteri Bottas,Williams Mercedes,1:33.128
19,4,Felipe Massa,Williams Mercedes,1:33.527
14,5,Fernando Alonso,Ferrari,1:33.740
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:34.075
20,7,Kevin Magnussen,McLaren Mercedes,1:34.242
22,8,Jenson Button,McLaren Mercedes,1:34.317
1,9,Sebastian Vettel,Red Bull Racing Renault,1:34.432
7,10,Kimi Räikkönen,Ferrari,1:34.548
11,11,Sergio Perez,Force India Mercedes,1:35.089
26,12,Daniil Kvyat,STR Renault,1:35.092
27,13,Nico Hulkenberg,Force India Mercedes,1:35.099
99,14,Adrian Sutil,Sauber Ferrari,1:35.364
21,15,Esteban Gutierrez ,Sauber Ferrari,1:35.681
8,16,Romain Grosjean,Lotus Renault,1:35.984
9,17,Marcus Ericsson,Caterham Renault,1:36.813
17,18,Jules Bianchi,Marussia Ferrari,1:36.943
10,19,Kamui Kobayashi,Caterham Renault,1:37.015
25,20,Jean-Eric Vergne,STR Renault,1:34.984
4,21,Max Chilton,Marussia Ferrari,1:37.481
13,22,Pastor Maldonado,Lotus Renault,1:35.917
