,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,39,1:51.600,187.322,16:41:50
22,2,Jenson Button,McLaren Mercedes,33,1:51.721,187.119,16:30:51
1,3,Sebastian Vettel,Red Bull Racing Renault,32,1:51.915,186.795,16:28:56
3,4,Daniel Ricciardo,Red Bull Racing Renault,38,1:52.231,186.269,16:40:23
7,5,Kimi Räikkönen,Ferrari,36,1:52.426,185.946,16:38:01
6,6,Nico Rosberg,Mercedes,15,1:52.551,185.739,15:55:57
27,7,Nico Hulkenberg,Force India Mercedes,28,1:52.814,185.306,16:21:57
19,8,Felipe Massa,Williams Mercedes,39,1:53.450,184.267,16:43:13
20,9,Kevin Magnussen,McLaren Mercedes,38,1:53.510,184.170,16:41:54
11,10,Sergio Perez,Force India Mercedes,27,1:53.556,184.095,16:20:13
25,11,Jean-Eric Vergne,STR Renault,35,1:53.562,184.086,16:35:51
26,12,Daniil Kvyat,STR Renault,25,1:54.021,183.345,16:16:18
77,13,Valtteri Bottas,Williams Mercedes,41,1:54.103,183.213,16:47:00
9,14,Marcus Ericsson,Caterham Renault,27,1:54.669,182.309,16:20:47
13,15,Pastor Maldonado,Lotus Renault,26,1:54.702,182.256,16:18:34
8,16,Romain Grosjean,Lotus Renault,28,1:55.302,181.308,16:22:18
21,17,Esteban Gutierrez ,Sauber Ferrari,40,1:55.372,181.198,16:45:54
10,18,Kamui Kobayashi,Caterham Renault,29,1:55.641,180.776,16:24:59
99,19,Adrian Sutil,Sauber Ferrari,25,1:55.753,180.601,16:16:32
17,20,Jules Bianchi,Marussia Ferrari,27,1:55.985,180.240,16:20:44
4,21,Max Chilton,Marussia Ferrari,25,1:56.472,179.486,16:17:15
