,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:33.671,1:32.950,1:32.506,13
44,2,Lewis Hamilton,Mercedes,1:33.611,1:32.982,1:32.703,13
77,3,Valtteri Bottas,Williams Mercedes,1:34.301,1:33.443,1:33.128,16
19,4,Felipe Massa,Williams Mercedes,1:34.483,1:33.551,1:33.527,16
14,5,Fernando Alonso,Ferrari,1:34.497,1:33.675,1:33.740,16
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:35.593,1:34.466,1:34.075,17
20,7,Kevin Magnussen,McLaren Mercedes,1:34.930,1:34.229,1:34.242,16
22,8,Jenson Button,McLaren Mercedes,1:35.150,1:34.648,1:34.317,17
1,9,Sebastian Vettel,Red Bull Racing Renault,1:35.517,1:34.784,1:34.432,17
7,10,Kimi Räikkönen,Ferrari,1:34.984,1:34.771,1:34.548,16
25,11,Jean-Eric Vergne,STR Renault,1:35.155,1:34.984,,14
11,12,Sergio Perez,Force India Mercedes,1:35.439,1:35.089,,13
26,13,Daniil Kvyat,STR Renault,1:35.210,1:35.092,,13
27,14,Nico Hulkenberg,Force India Mercedes,1:35.000,1:35.099,,13
99,15,Adrian Sutil,Sauber Ferrari,1:35.736,1:35.364,,14
21,16,Esteban Gutierrez ,Sauber Ferrari,1:35.308,1:35.681,,14
13,17,Pastor Maldonado,Lotus Renault,1:35.917,,,9
8,18,Romain Grosjean,Lotus Renault,1:35.984,,,10
9,19,Marcus Ericsson,Caterham Renault,1:36.813,,,6
17,20,Jules Bianchi,Marussia Ferrari,1:36.943,,,8
10,21,Kamui Kobayashi,Caterham Renault,1:37.015,,,9
4,22,Max Chilton,Marussia Ferrari,1:37.481,,,8
