,Position,Driver,Car,Laps,Time,Points
2,1,Juan Manuel Fangio,Mercedes-Benz,96,3:00:38.600,9
12,2,Maurice  Trintignant,Ferrari,,SHC,3.3
10,3,Maurice  Trintignant,Ferrari,,SHC,0
8,4,Stirling Moss,Mercedes-Benz,94,+2 laps,1
18,5,Roberto Mieres,Maserati,91,+5 laps,2
28,6,Jean Behra,Maserati,88,+8 laps,0
22,7,Harry Schell,Maserati,83,+13 laps,0
26,NC,Carlos Menditeguy,Maserati,54,DNF,0
20,NC,Jean Behra,Maserati,54,DNF,0
42,NC,Jesus Iglesias,Gordini,38,DNF,0
14,NC,Maurice  Trintignant,Ferrari,36,DNF,0
36,NC,Luigi  Villoresi,Lancia,35,DNF,0
6,NC,Stirling Moss,Mercedes-Benz,29,DNF,0
30,NC,Alberto Uria,Maserati,22,DNF,0
32,NC,Alberto Ascari,Lancia,21,DNF,0
38,NC,Elie Bayol,Gordini,7,DNF,0
34,NC,Luigi  Villoresi,Lancia,2,DNF,0
16,NC,Jean Behra,Maserati,2,DNF,0
4,NC,Karl Kling,Mercedes-Benz,2,DNF,0
40,NC,Pablo Birger,Gordini,1,DNF,0
24,NC,Carlos Menditeguy,Maserati,1,DNF,0
