,Position,Driver,Car,Time
12,1,Jose Froilan Gonzalez,Lancia,1:43.100
32,2,Alberto Ascari,Lancia,1:43.200
2,3,Juan Manuel Fangio,Mercedes-Benz,1:43.600
16,4,Jean Behra,Maserati,1:43.800
10,5,Nino Farina,Lancia,1:43.800
4,6,Karl Kling,Mercedes-Benz,1:44.100
28,7,Harry Schell,Maserati,1:44.300
6,8,Stirling Moss,Mercedes-Benz,1:44.600
40,9,Pablo Birger,Gordini,1:44.800
8,10,Hans  Herrmann,Mercedes-Benz,1:44.900
34,11,Luigi  Villoresi,Lancia,1:45.200
36,12,Eugenio Castellotti,Lancia,1:45.300
24,13,Carlos Menditeguy,Maserati,1:45.400
14,14,Maurice  Trintignant,Lancia,1:45.800
38,15,Elie Bayol,Gordini,1:46.100
18,16,Roberto Mieres,Maserati,1:46.200
42,17,Jesus Iglesias,Gordini,1:46.300
22,18,Luigi Musso,Maserati,1:46.400
20,19,Sergio Mantovani,Maserati,1:47.600
26,20,Clemar Bucci,Maserati,1:48.800
30,21,Alberto Uria,Maserati,1:51.200
