,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:12.230
1,2,James Hunt,McLaren Ford,1:12.390
7,3,John Watson,Brabham Alfa Romeo,1:12.490
8,4,Hans-Joachim Stuck,Brabham Alfa Romeo,1:13.010
26,5,Jacques Laffite,Ligier Matra,1:13.080
20,6,Jody Scheckter,Wolf Ford,1:13.150
12,7,Carlos Reutemann,Ferrari,1:13.320
2,8,Jochen Mass,McLaren Ford,1:13.370
19,9,Vittorio Brambilla,Surtees Ford,1:13.370
22,10,Clay Regazzoni,Ensign Ford,1:13.520
52,11,Kazuyoshi Hoshino,Kojima Ford,1:13.550
17,12,Alan  Jones,Shadow Ford,1:13.560
16,13,Riccardo Patrese,Shadow Ford,1:13.580
6,14,Gunnar Nilsson,Lotus Ford,1:13.660
4,15,Patrick Depailler,Tyrrell Ford,1:14.160
23,16,Patrick Tambay,Ensign Ford,1:14.220
27,17,Jean-Pierre Jarier,Ligier Matra,1:14.250
3,18,Ronnie Peterson,Tyrrell Ford,1:14.260
51,19,Noritake Takahara,Kojima Ford,1:14.360
11,20,Gilles Villeneuve,Ferrari,1:14.510
18,21,Hans Binder,Surtees Ford,1:14.730
50,22,Kunimitsu Takahashi,Tyrrell Ford,1:14.880
9,23,Alex Ribeiro,March Ford,1:15.010
