,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,60,1:07.475,230.378,16:22:25
5,2,Sebastian Vettel,Ferrari,62,1:07.676,229.694,16:25:00
16,3,Charles Leclerc,Ferrari,58,1:07.994,228.620,16:20:04
3,4,Daniel Ricciardo,Renault,65,1:08.019,228.536,16:29:36
44,5,Lewis Hamilton,Mercedes,69,1:08.050,228.432,16:32:56
55,6,Carlos Sainz,McLaren Renault,53,1:08.117,228.207,16:15:26
77,7,Valtteri Bottas,Mercedes,53,1:08.565,226.716,16:14:27
4,8,Lando Norris,McLaren Renault,69,1:08.699,226.274,16:33:44
10,9,Pierre Gasly,Red Bull Racing Honda,63,1:08.790,225.974,16:26:51
20,10,Kevin Magnussen,Haas Ferrari,69,1:08.903,225.604,16:35:31
23,11,Alexander Albon,Scuderia Toro Rosso Honda,59,1:08.946,225.463,16:22:47
8,12,Romain Grosjean,Haas Ferrari,56,1:08.987,225.329,16:19:28
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,57,1:09.051,225.120,16:20:08
11,14,Sergio Perez,Racing Point BWT Mercedes,67,1:09.061,225.087,16:31:46
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,57,1:09.126,224.876,16:20:07
27,16,Nico Hulkenberg,Renault,59,1:09.248,224.480,16:22:32
18,17,Lance Stroll,Racing Point BWT Mercedes,57,1:09.288,224.350,16:20:20
26,18,Daniil Kvyat,Scuderia Toro Rosso Honda,58,1:09.498,223.672,16:21:56
63,19,George Russell,Williams Mercedes,52,1:09.926,222.303,16:15:08
88,20,Robert Kubica,Williams Mercedes,55,1:10.964,219.051,16:19:34
