,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:03.987,18
44,2,Lewis Hamilton,Mercedes,+0.143s,21
77,3,Valtteri Bottas,Mercedes,+0.234s,23
5,4,Sebastian Vettel,Ferrari,+0.263s,20
33,5,Max Verstappen,Red Bull Racing Honda,+0.459s,18
4,6,Lando Norris,McLaren Renault,+0.999s,19
10,7,Pierre Gasly,Red Bull Racing Honda,+1.165s,15
55,8,Carlos Sainz,McLaren Renault,+1.232s,22
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.349s,17
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.404s,25
23,11,Alexander Albon,Scuderia Toro Rosso Honda,+1.494s,29
27,12,Nico Hulkenberg,Renault,+1.527s,21
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.527s,21
11,14,Sergio Perez,Racing Point BWT Mercedes,+1.536s,18
8,15,Romain Grosjean,Haas Ferrari,+1.633s,20
18,16,Lance Stroll,Racing Point BWT Mercedes,+1.663s,17
3,17,Daniel Ricciardo,Renault,+1.891s,19
20,18,Kevin Magnussen,Haas Ferrari,+2.030s,11
63,19,George Russell,Williams Mercedes,+2.689s,23
88,20,Robert Kubica,Williams Mercedes,+3.497s,23
