,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:04.838,34
5,2,Sebastian Vettel,Ferrari,+0.144s,23
77,3,Valtteri Bottas,Mercedes,+0.161s,37
16,4,Charles Leclerc,Ferrari,+0.303s,26
33,5,Max Verstappen,Red Bull Racing Honda,+0.422s,30
10,6,Pierre Gasly,Red Bull Racing Honda,+0.540s,30
55,7,Carlos Sainz,McLaren Renault,+0.664s,34
3,8,Daniel Ricciardo,Renault,+1.008s,27
20,9,Kevin Magnussen,Haas Ferrari,+1.038s,27
4,10,Lando Norris,McLaren Renault,+1.287s,27
8,11,Romain Grosjean,Haas Ferrari,+1.297s,20
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.434s,29
23,13,Alexander Albon,Scuderia Toro Rosso Honda,+1.447s,32
27,14,Nico Hulkenberg,Renault,+1.545s,30
11,15,Sergio Perez,Racing Point BWT Mercedes,+1.619s,36
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.870s,30
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.891s,23
18,18,Lance Stroll,Racing Point BWT Mercedes,+1.918s,29
63,19,George Russell,Williams Mercedes,+1.967s,28
88,20,Robert Kubica,Williams Mercedes,+2.827s,28
