,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:03.003
33,2,Max Verstappen,Red Bull Racing Honda,1:03.439
77,3,Valtteri Bottas,Mercedes,1:03.537
44,4,Lewis Hamilton,Mercedes,1:03.262
4,5,Lando Norris,McLaren Renault,1:04.099
7,6,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:04.166
99,7,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:04.179
10,8,Pierre Gasly,Red Bull Racing Honda,1:04.199
5,9,Sebastian Vettel,Ferrari,
20,10,Kevin Magnussen,Haas Ferrari,1:04.072
8,11,Romain Grosjean,Haas Ferrari,1:04.490
3,12,Daniel Ricciardo,Renault,1:04.790
11,13,Sergio Perez,Racing Point BWT Mercedes,1:04.789
18,14,Lance Stroll,Racing Point BWT Mercedes,1:04.832
27,15,Nico Hulkenberg,Renault,1:04.516
26,16,Daniil Kvyat,Scuderia Toro Rosso Honda,1:05.324
88,17,Robert Kubica,Williams Mercedes,1:06.206
23,18,Alexander Albon,Scuderia Toro Rosso Honda,1:04.665
55,19,Carlos Sainz,McLaren Renault,1:13.601
63,20,George Russell,Williams Mercedes,1:05.904
