,Position,Driver,Car,Time
8,1,Fernando Alonso,Ferrari,1:21.962
1,2,Jenson Button,McLaren Mercedes,1:22.084
7,3,Felipe Massa,Ferrari,1:22.293
6,4,Mark Webber,RBR Renault,1:22.433
2,5,Lewis Hamilton,McLaren Mercedes,1:22.623
5,6,Sebastian Vettel,RBR Renault,1:22.675
4,7,Nico Rosberg,Mercedes,1:23.027
10,8,Nico Hulkenberg,Williams Cosworth,1:23.037
11,9,Robert Kubica,Renault,1:23.039
9,10,Rubens Barrichello,Williams Cosworth,1:23.328
14,11,Adrian Sutil,Force India Mercedes,1:23.199
3,12,Michael Schumacher,Mercedes,1:23.388
23,13,Kamui Kobayashi,Sauber Ferrari,1:23.659
16,14,Sebastien Buemi,STR Ferrari,1:23.681
17,15,Jaime Alguersuari,STR Ferrari,1:23.919
22,16,Pedro de la Rosa,Sauber Ferrari,1:24.044
18,17,Jarno Trulli,Lotus Cosworth,1:25.540
19,18,Heikki Kovalainen,Lotus Cosworth,1:25.742
15,19,Vitantonio Liuzzi,Force India Mercedes,1:25.774
12,20,Vitaly Petrov,Renault,1:23.819
25,21,Lucas di Grassi,Virgin Cosworth,1:25.974
21,22,Bruno Senna,HRT Cosworth,1:26.847
20,23,Sakon Yamamoto,HRT Cosworth,1:27.020
24,24,Timo Glock,Virgin Cosworth,1:25.934
