,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Fernando Alonso,Ferrari,52,1:24.139,247.861
6,2,Mark Webber,RBR Renault,52,1:24.278,247.452
4,3,Nico Rosberg,Mercedes,52,1:24.491,246.828
5,4,Sebastian Vettel,RBR Renault,50,1:24.493,246.822
11,5,Robert Kubica,Renault,48,1:24.560,246.627
7,6,Felipe Massa,Ferrari,51,1:24.575,246.583
10,7,Nico Hulkenberg,Williams Cosworth,52,1:24.576,246.580
1,8,Jenson Button,McLaren Mercedes,46,1:24.598,246.516
12,9,Vitaly Petrov,Renault,53,1:24.644,246.382
14,10,Adrian Sutil,Force India Mercedes,51,1:24.937,245.532
3,11,Michael Schumacher,Mercedes,49,1:24.947,245.503
15,12,Vitantonio Liuzzi,Force India Mercedes,51,1:25.102,245.056
16,13,Sebastien Buemi,STR Ferrari,51,1:25.224,244.705
9,14,Rubens Barrichello,Williams Cosworth,48,1:25.239,244.662
17,15,Jaime Alguersuari,STR Ferrari,51,1:25.472,243.995
22,16,Pedro de la Rosa,Sauber Ferrari,47,1:26.325,241.584
24,17,Timo Glock,Virgin Cosworth,50,1:27.765,237.620
19,18,Heikki Kovalainen,Lotus Cosworth,50,1:27.822,237.466
25,19,Lucas di Grassi,Virgin Cosworth,46,1:28.171,236.526
20,20,Sakon Yamamoto,HRT Cosworth,45,1:28.875,234.653
18,21,Jarno Trulli,Lotus Cosworth,30,1:29.017,234.278
21,22,Bruno Senna,HRT Cosworth,10,1:30.880,229.476
