,Position,Driver,Car,Laps,Time,Points
9,1,Kimi Räikkönen,McLaren Mercedes,58,1:24:34.454,10
5,2,Fernando Alonso,Renault,58,+18.609s,8
10,3,Juan Pablo Montoya,McLaren Mercedes,58,+19.635s,6
6,4,Giancarlo Fisichella,Renault,58,+37.973s,5
3,5,Jenson Button,BAR Honda,58,+39.304s,4
16,6,Jarno Trulli,Toyota,58,+55.420s,3
14,7,David Coulthard,RBR Cosworth,58,+69.296s,2
15,8,Christian Klien,RBR Cosworth,58,+71.622s,1
4,9,Takuma Sato,BAR Honda,58,+109.987s,0
2,10,Rubens Barrichello,Ferrari,57,+1 lap,0
11,11,Jacques Villeneuve,Sauber Petronas,57,+1 lap,0
17,12,Ralf Schumacher,Toyota,57,+1 lap,0
20,13,Robert Doornbos,Minardi Cosworth,55,+3 laps,0
19,14,Narain Karthikeyan,Jordan Toyota,55,+3 laps,0
18,15,Tiago Monteiro,Jordan Toyota,55,+3 laps,0
21,NC,Christijan Albers,Minardi Cosworth,48,DNF,0
1,NC,Michael Schumacher,Ferrari,32,DNF,0
8,NC,Nick Heidfeld,Williams BMW,29,DNF,0
12,NC,Felipe Massa,Sauber Petronas,28,DNF,0
7,NC,Mark Webber,Williams BMW,20,DNF,0
