,Position,Driver,Car,Time
9,1,Kimi Räikkönen,McLaren Mercedes,1:26.797
6,2,Giancarlo Fisichella,Renault,1:27.039
5,3,Fernando Alonso,Renault,1:27.050
10,4,Juan Pablo Montoya,McLaren Mercedes,1:27.352
16,5,Jarno Trulli,Toyota,1:27.501
8,6,Nick Heidfeld,Williams BMW,1:27.929
7,7,Mark Webber,Williams BMW,1:27.944
12,8,Felipe Massa,Sauber Petronas,1:28.419
17,9,Ralf Schumacher,Toyota,1:28.594
15,10,Christian Klien,RBR Cosworth,1:28.963
2,11,Rubens Barrichello,Ferrari,1:29.369
14,12,David Coulthard,RBR Cosworth,1:29.764
3,13,Jenson Button,BAR Honda,1:30.063
18,14,Tiago Monteiro,Jordan Toyota,1:30.710
21,15,Christijan Albers,Minardi Cosworth,1:32.186
11,16,Jacques Villeneuve,Sauber Petronas,
20,17,Robert Doornbos,Minardi Cosworth,
19,18,Narain Karthikeyan,Jordan Toyota,
1,19,Michael Schumacher,Ferrari,
4,20,Takuma Sato,BAR Honda,
