,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:26.857,8
3,2,Jenson Button,BAR Honda,+0.174s,6
5,3,Fernando Alonso,Renault,+0.262s,8
9,4,Kimi Räikkönen,McLaren Mercedes,+0.277s,9
4,5,Takuma Sato,BAR Honda,+0.302s,8
8,6,Nick Heidfeld,Williams BMW,+0.614s,8
7,7,Mark Webber,Williams BMW,+0.776s,8
6,8,Giancarlo Fisichella,Renault,+1.064s,8
14,9,David Coulthard,RBR Cosworth,+1.096s,9
12,10,Felipe Massa,Sauber Petronas,+1.161s,9
17,11,Ralf Schumacher,Toyota,+1.192s,9
15,12,Christian Klien,RBR Cosworth,+1.206s,9
16,13,Jarno Trulli,Toyota,+1.611s,6
1,14,Michael Schumacher,Ferrari,+1.630s,14
11,15,Jacques Villeneuve,Sauber Petronas,+1.883s,8
2,16,Rubens Barrichello,Ferrari,+1.997s,10
18,17,Tiago Monteiro,Jordan Toyota,+3.359s,10
21,18,Christijan Albers,Minardi Cosworth,+3.980s,13
20,19,Robert Doornbos,Minardi Cosworth,+3.994s,13
19,20,Narain Karthikeyan,Jordan Toyota,,1
