,Position,Driver,Car,Time / Gap,Laps
38,1,Ricardo Zonta,Toyota,1:25.583,32
35,2,Pedro de la Rosa,McLaren Mercedes,+0.613s,33
10,3,Juan Pablo Montoya,McLaren Mercedes,+0.942s,17
9,4,Kimi Räikkönen,McLaren Mercedes,+1.691s,18
3,5,Jenson Button,BAR Honda,+1.763s,28
37,6,Vitantonio Liuzzi,RBR Cosworth,+1.995s,28
5,7,Fernando Alonso,Renault,+1.996s,25
6,8,Giancarlo Fisichella,Renault,+2.090s,29
16,9,Jarno Trulli,Toyota,+2.381s,22
4,10,Takuma Sato,BAR Honda,+2.498s,25
7,11,Mark Webber,Williams BMW,+2.537s,20
14,12,David Coulthard,RBR Cosworth,+2.652s,25
1,13,Michael Schumacher,Ferrari,+2.710s,25
11,14,Jacques Villeneuve,Sauber Petronas,+2.821s,26
2,15,Rubens Barrichello,Ferrari,+2.877s,25
17,16,Ralf Schumacher,Toyota,+3.058s,22
12,17,Felipe Massa,Sauber Petronas,+3.098s,27
15,18,Christian Klien,RBR Cosworth,+3.245s,21
8,19,Nick Heidfeld,Williams BMW,+3.376s,21
18,20,Tiago Monteiro,Jordan Toyota,+5.043s,21
20,21,Robert Doornbos,Minardi Cosworth,+5.045s,16
21,22,Christijan Albers,Minardi Cosworth,+5.147s,22
39,23,Nicolas Kiesa,Jordan Toyota,+5.301s,18
19,24,Narain Karthikeyan,Jordan Toyota,+5.316s,12
40,25,Enrico Toccacelo,Minardi Cosworth,+7.230s,19
