,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:26.120,10
3,2,Jenson Button,BAR Honda,+0.479s,15
5,3,Fernando Alonso,Renault,+0.507s,13
10,4,Juan Pablo Montoya,McLaren Mercedes,+0.628s,11
6,5,Giancarlo Fisichella,Renault,+1.120s,15
4,6,Takuma Sato,BAR Honda,+1.188s,14
7,7,Mark Webber,Williams BMW,+1.215s,7
17,8,Ralf Schumacher,Toyota,+1.436s,13
14,9,David Coulthard,RBR Cosworth,+1.676s,14
12,10,Felipe Massa,Sauber Petronas,+1.709s,8
15,11,Christian Klien,RBR Cosworth,+1.799s,14
16,12,Jarno Trulli,Toyota,+1.801s,15
8,13,Nick Heidfeld,Williams BMW,+1.831s,9
1,14,Michael Schumacher,Ferrari,+2.035s,16
11,15,Jacques Villeneuve,Sauber Petronas,+2.414s,12
2,16,Rubens Barrichello,Ferrari,+2.495s,12
18,17,Tiago Monteiro,Jordan Toyota,+2.710s,15
20,18,Robert Doornbos,Minardi Cosworth,+4.035s,14
21,19,Christijan Albers,Minardi Cosworth,+4.879s,13
19,20,Narain Karthikeyan,Jordan Toyota,,3
