,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:32.053,17
10,2,Lewis Hamilton,Mercedes,+0.134s,18
9,3,Nico Rosberg,Mercedes,+0.302s,18
8,4,Romain Grosjean,Lotus Renault,+0.654s,26
3,5,Fernando Alonso,Ferrari,+0.747s,14
4,6,Felipe Massa,Ferrari,+0.762s,14
5,7,Jenson Button,McLaren Mercedes,+0.816s,17
7,8,Kimi Räikkönen,Lotus Renault,+0.893s,25
1,9,Sebastian Vettel,Red Bull Racing Renault,+0.983s,8
11,10,Nico Hulkenberg,Sauber Ferrari,+1.023s,12
6,11,Sergio Perez,McLaren Mercedes,+1.105s,15
18,12,Jean-Eric Vergne,STR Ferrari,+1.207s,15
19,13,Daniel Ricciardo,STR Ferrari,+1.437s,16
16,14,Pastor Maldonado,Williams Renault,+1.585s,17
14,15,Paul di Resta,Force India Mercedes,+1.607s,19
12,16,Esteban Gutierrez ,Sauber Ferrari,+1.679s,15
17,17,Valtteri Bottas,Williams Renault,+1.902s,18
15,18,Adrian Sutil,Force India Mercedes,+2.720s,8
21,19,Giedo van der Garde,Caterham Renault,+3.420s,20
20,20,Charles Pic,Caterham Renault,+3.465s,18
23,21,Max Chilton,Marussia Cosworth,+3.791s,16
22,22,Jules Bianchi,Marussia Cosworth,+7.325s,20
