,Position,Driver,Car,Time
2,1,Mark Webber,Red Bull Racing Renault,1:30.915
1,2,Sebastian Vettel,Red Bull Racing Renault,1:31.089
10,3,Lewis Hamilton,Mercedes,1:31.253
8,4,Romain Grosjean,Lotus Renault,1:31.365
4,5,Felipe Massa,Ferrari,1:31.378
9,6,Nico Rosberg,Mercedes,1:31.397
11,7,Nico Hulkenberg,Sauber Ferrari,1:31.644
3,8,Fernando Alonso,Ferrari,1:31.665
7,9,Kimi Räikkönen,Lotus Renault,1:31.684
5,10,Jenson Button,McLaren Mercedes,1:31.827
6,11,Sergio Perez,McLaren Mercedes,1:31.989
14,12,Paul di Resta,Force India Mercedes,1:31.992
17,13,Valtteri Bottas,Williams Renault,1:32.013
12,14,Esteban Gutierrez ,Sauber Ferrari,1:32.063
16,15,Pastor Maldonado,Williams Renault,1:32.093
19,16,Daniel Ricciardo,STR Ferrari,1:32.485
18,17,Jean-Eric Vergne,STR Ferrari,1:33.357
23,18,Max Chilton,Marussia Cosworth,1:34.320
21,19,Giedo van der Garde,Caterham Renault,1:34.879
20,20,Charles Pic,Caterham Renault,1:34.556
22,21,Jules Bianchi,Marussia Cosworth,1:34.958
15,22,Adrian Sutil,Force India Mercedes,1:32.890
