,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:32.271,1:31.513,1:30.915,13
1,2,Sebastian Vettel,Red Bull Racing Renault,1:32.397,1:31.290,1:31.089,13
10,3,Lewis Hamilton,Mercedes,1:32.340,1:31.636,1:31.253,17
8,4,Romain Grosjean,Lotus Renault,1:31.824,1:31.565,1:31.365,21
4,5,Felipe Massa,Ferrari,1:31.994,1:31.668,1:31.378,17
9,6,Nico Rosberg,Mercedes,1:32.244,1:31.764,1:31.397,17
11,7,Nico Hulkenberg,Sauber Ferrari,1:32.465,1:31.848,1:31.644,19
3,8,Fernando Alonso,Ferrari,1:32.371,1:31.828,1:31.665,16
7,9,Kimi Räikkönen,Lotus Renault,1:32.377,1:31.662,1:31.684,19
5,10,Jenson Button,McLaren Mercedes,1:32.606,1:31.838,1:31.827,15
6,11,Sergio Perez,McLaren Mercedes,1:32.718,1:31.989,,16
14,12,Paul di Resta,Force India Mercedes,1:32.286,1:31.992,,15
17,13,Valtteri Bottas,Williams Renault,1:32.613,1:32.013,,14
12,14,Esteban Gutierrez ,Sauber Ferrari,1:32.673,1:32.063,,15
16,15,Pastor Maldonado,Williams Renault,1:32.875,1:32.093,,15
19,16,Daniel Ricciardo,STR Ferrari,1:32.804,1:32.485,,11
15,17,Adrian Sutil,Force India Mercedes,1:32.890,,,10
18,18,Jean-Eric Vergne,STR Ferrari,1:33.357,,,6
23,19,Max Chilton,Marussia Cosworth,1:34.320,,,8
20,20,Charles Pic,Caterham Renault,1:34.556,,,8
21,21,Giedo van der Garde,Caterham Renault,1:34.879,,,9
22,22,Jules Bianchi,Marussia Cosworth,1:34.958,,,5
