,Position,Driver,Car,Time
8,1,Juan Manuel Fangio,Mercedes-Benz,1:40.000
10,2,Stirling Moss,Mercedes-Benz,1:40.400
12,3,Karl Kling,Mercedes-Benz,1:41.100
18,4,Luigi Musso,Maserati,1:41.200
2,5,Mike Hawthorn,Lancia,1:41.500
14,6,Jean Behra,Maserati,1:41.500
16,7,Roberto Mieres,Maserati,1:42.100
4,8,Maurice  Trintignant,Lancia,1:42.400
6,9,Eugenio Castellotti,Lancia,1:42.700
26,10,Peter  Walker ,Maserati,1:44.900
20,11,Robert  Manzon,Gordini,1:46.000
24,12,Jacques  Pollet,Gordini,1:48.400
28,13,Louis  Rosier,Maserati,1:49.200
22,14,Hermano da Silva Ramos,Gordini,1:50.200
32,15,Horace  Gould ,Maserati,1:50.400
30,16,Johnny Claes,Ferrari,1:53.300
