,Position,Driver,Car,Lap,Time,Avg Speed
10,1,Pedro de la Rosa,McLaren Mercedes,43,1:31.447,213.054
5,2,Fernando Alonso,Renault,39,1:31.713,212.436
9,3,Kimi Räikkönen,McLaren Mercedes,41,1:31.822,212.184
16,4,Jarno Trulli,Toyota,41,1:32.324,211.030
3,5,Jenson Button,BAR Honda,45,1:32.411,210.832
17,6,Ralf Schumacher,Toyota,36,1:32.683,210.213
1,7,Michael Schumacher,Ferrari,7,1:32.886,209.753
2,8,Rubens Barrichello,Ferrari,23,1:32.976,209.550
8,9,Nick Heidfeld,Williams BMW,19,1:33.055,209.372
7,10,Mark Webber,Williams BMW,20,1:33.087,209.300
4,11,Takuma Sato,BAR Honda,23,1:33.124,209.217
12,12,Felipe Massa,Sauber Petronas,40,1:33.326,208.764
14,13,David Coulthard,RBR Cosworth,42,1:33.417,208.561
11,14,Jacques Villeneuve,Sauber Petronas,24,1:33.458,208.470
18,15,Tiago Monteiro,Jordan Toyota,18,1:35.744,203.492
20,16,Patrick Friesacher ,Minardi Cosworth,16,1:36.432,202.040
21,17,Christijan Albers,Minardi Cosworth,3,1:36.913,201.038
6,18,Giancarlo Fisichella,Renault,2,1:37.036,200.783
19,19,Narain Karthikeyan,Jordan Toyota,2,1:37.533,199.760
