,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,57,1:29:18.531,10
16,2,Jarno Trulli,Toyota,57,+13.409s,8
9,3,Kimi Räikkönen,McLaren Mercedes,57,+32.063s,6
17,4,Ralf Schumacher,Toyota,57,+53.272s,5
10,5,Pedro de la Rosa,McLaren Mercedes,57,+64.988s,4
7,6,Mark Webber,Williams BMW,57,+74.701s,3
12,7,Felipe Massa,Sauber Petronas,56,+1 lap,2
14,8,David Coulthard,RBR Cosworth,56,+1 lap,1
2,9,Rubens Barrichello,Ferrari,56,+1 lap,0
18,10,Tiago Monteiro,Jordan Toyota,55,+2 laps,0
11,11,Jacques Villeneuve,Sauber Petronas,54,DNF,0
20,12,Patrick Friesacher ,Minardi Cosworth,54,+3 laps,0
21,13,Christijan Albers,Minardi Cosworth,53,+4 laps,0
3,NC,Jenson Button,BAR Honda,46,DNF,0
4,NC,Takuma Sato,BAR Honda,27,DNF,0
8,NC,Nick Heidfeld,Williams BMW,25,DNF,0
1,NC,Michael Schumacher,Ferrari,12,DNF,0
6,NC,Giancarlo Fisichella,Renault,4,DNF,0
19,NC,Narain Karthikeyan,Jordan Toyota,2,DNF,0
15,NC,Christian Klien,RBR Cosworth,0,DNF,0
